A0A075B5I0	ENSMUSG00000090765
Q9D0B1	ENSMUSG00000051184
Q9D0B5	ENSMUSG00000028251
Q9D0B6	ENSMUSG00000031226
Q9D0B8	ENSMUSG00000025257
Q9D0C1	ENSMUSG00000028098
Q9D0C4	ENSMUSG00000034442
Q9D0D3	ENSMUSG00000024234
Q9D0D4	ENSMUSG00000021692
Q9D0D5	ENSMUSG00000022828
Q9D0E1	ENSMUSG00000059208
Q9D0E3	ENSMUSG00000053769
Q9D0E5	ENSMUSG00000021176
Q9D0F1	ENSMUSG00000024056
Q9D0F3	ENSMUSG00000041891
Q9D0F4	ENSMUSG00000016409
Q9D0F6	ENSMUSG00000029363
Q9D0F9	ENSMUSG00000025791
Q9D0G0	ENSMUSG00000021731
Q9D0I4	ENSMUSG00000061455
Q9D0I6	ENSMUSG00000026988
Q9D0I8	ENSMUSG00000028741
Q9D0I9	ENSMUSG00000018848
Q9D0J4	ENSMUSG00000024944
Q9D0J8	ENSMUSG00000030122
Q9D0K0	ENSMUSG00000021368
Q9D0K1	ENSMUSG00000020283
Q9D0K2	ENSMUSG00000022186
Q9D0L1	ENSMUSG00000041995
Q9D0L4	ENSMUSG00000021044
Q9D0L6	ENSMUSG00000024232
Q9D0L7	ENSMUSG00000038525
Q9D0L8	ENSMUSG00000009535
Q9D0M0	ENSMUSG00000025785
Q9D0M2	ENSMUSG00000055612
Q9D0M3	ENSMUSG00000022551
Q9D0M5	ENSMUSG00000020483
Q9D0N7	ENSMUSG00000022945
Q9D0N8	ENSMUSG00000045377
Q9D0P0	ENSMUSG00000021928
Q9D0P5	ENSMUSG00000034910
Q9D0P7	ENSMUSG00000068744
Q9D0P8	ENSMUSG00000016637
Q9D0Q7	ENSMUSG00000018882
Q9D0R2	ENSMUSG00000022241
Q9D0R4	ENSMUSG00000004393
Q9D0R8	ENSMUSG00000020922
Q9D0R9	ENSMUSG00000045690
Q9D0S9	ENSMUSG00000028470
Q9D0T1	ENSMUSG00000063480
Q9D0T2	ENSMUSG00000026659
Q9D0T7	ENSMUSG00000030048
Q9D0U1	ENSMUSG00000024505
Q9D0U6	ENSMUSG00000022553
Q9D0U9	ENSMUSG00000031982
Q9D0V7	ENSMUSG00000022339
Q9D0V8	ENSMUSG00000021276
Q9D0W5	ENSMUSG00000024007
Q9D0Y8	ENSMUSG00000010406
Q9D0Z3	ENSMUSG00000048772
Q9D0Z8	ENSMUSG00000030368
Q9D103	ENSMUSG00000025491
Q9D106	ENSMUSG00000024738
Q9D110	ENSMUSG00000066442
Q9D112	ENSMUSG00000044991
Q9D113	ENSMUSG00000075467
Q9D114	ENSMUSG00000030532
Q9D115	ENSMUSG00000062397
Q9D119	ENSMUSG00000025129
Q9D123	ENSMUSG00000060538
Q9D125	ENSMUSG00000014551
Q9D131	ENSMUSG00000037971
Q9D132	ENSMUSG00000006313
Q9D136	ENSMUSG00000025169
Q9D139	ENSMUSG00000068889
Q9D140	ENSMUSG00000074155
Q9D141	ENSMUSG00000059845
Q9D142	ENSMUSG00000002804
Q9D149	ENSMUSG00000027923
Q9D154	ENSMUSG00000044734
Q9D159	ENSMUSG00000039956
Q9D162	ENSMUSG00000024018
Q9D164	ENSMUSG00000066705
Q9D168	ENSMUSG00000028016
Q9D172	ENSMUSG00000053329
Q9D173	ENSMUSG00000028998
Q9D174	ENSMUSG00000032526
Q9D176	ENSMUSG00000021384
Q9D180	ENSMUSG00000028730
Q9D187	ENSMUSG00000031879
Q9D195	ENSMUSG00000027919
Q9D198	ENSMUSG00000028821
Q9D1A0	ENSMUSG00000021482
Q9D1A2	ENSMUSG00000024644
Q9D1A4	ENSMUSG00000031519
Q9D1B1	ENSMUSG00000024846
Q9D1B8	ENSMUSG00000020633
Q9D1B9	ENSMUSG00000024181
Q9D1C1	ENSMUSG00000001403
Q9D1C2	ENSMUSG00000022428
Q9D1C3	ENSMUSG00000043162
Q9D1C5	ENSMUSG00000042092
Q9D1C8	ENSMUSG00000115987
Q9D1C9	ENSMUSG00000018040
Q9D1D1	ENSMUSG00000030351
Q9D1D4	ENSMUSG00000021248
Q9D1D6	ENSMUSG00000054196
Q9D1E4	ENSMUSG00000036731
Q9D1E5	ENSMUSG00000022999
Q9D1E6	ENSMUSG00000006095
Q9D1E8	ENSMUSG00000031467
Q9D1F0	ENSMUSG00000067924
Q9D1F0	ENSMUSG00000067925
Q9D1F3	ENSMUSG00000045237
Q9D1F4	ENSMUSG00000011096
Q9D1F5	ENSMUSG00000020381
Q9D1G0	ENSMUSG00000024136
Q9D1G1	ENSMUSG00000024870
Q9D1G2	ENSMUSG00000027952
Q9D1G3	ENSMUSG00000032523
Q9D1G7	ENSMUSG00000046676
Q9D1H0	ENSMUSG00000029600
Q9D1H6	ENSMUSG00000028261
Q9D1H7	ENSMUSG00000025858
Q9D1H8	ENSMUSG00000030037
Q9D1H9	ENSMUSG00000042436
Q9D1I2	ENSMUSG00000037960
Q9D1I5	ENSMUSG00000033429
Q9D1I6	ENSMUSG00000023939
Q9D1J1	ENSMUSG00000028923
Q9D1J3	ENSMUSG00000078427
Q9D1K2	ENSMUSG00000004285
Q9D1K4	ENSMUSG00000068890
Q9D1K7	ENSMUSG00000027327
Q9D1L0	ENSMUSG00000070493
Q9D1L9	ENSMUSG00000087260
Q9D1M0	ENSMUSG00000030298
Q9D1M4	ENSMUSG00000001707
Q9D1M7	ENSMUSG00000003355
Q9D1N2	ENSMUSG00000022579
Q9D1N4	ENSMUSG00000009214
Q9D1N9	ENSMUSG00000024829
Q9D1P0	ENSMUSG00000022370
Q9D1P2	ENSMUSG00000030801
Q9D1P4	ENSMUSG00000001774
Q9D1Q1	ENSMUSG00000031843
Q9D1Q4	ENSMUSG00000042737
Q9D1Q5	ENSMUSG00000073602
Q9D1Q6	ENSMUSG00000028343
Q9D1R1	ENSMUSG00000030614
Q9D1R2	ENSMUSG00000073775
Q9D1R9	ENSMUSG00000062006
Q9D1T0	ENSMUSG00000049556
Q9D1T5	ENSMUSG00000045725
Q9D1U0	ENSMUSG00000036586
Q9D1U5	ENSMUSG00000026870
Q9D1X0	ENSMUSG00000014776
Q9D1X9	ENSMUSG00000022964
Q9D1Y9	ENSMUSG00000042655
Q9D1Z2	ENSMUSG00000032671
Q9D1Z3	ENSMUSG00000039065
Q9D211	ENSMUSG00000020392
Q9D219	ENSMUSG00000038256
Q9D232	ENSMUSG00000020798
Q9D236	ENSMUSG00000029096
Q9D240	ENSMUSG00000035278
Q9D241	ENSMUSG00000070661
Q9D245	ENSMUSG00000047363
Q9D256	ENSMUSG00000061144
Q9D258	ENSMUSG00000026644
Q9D260	ENSMUSG00000021797
Q9D262	ENSMUSG00000047980
Q9D263	ENSMUSG00000017310
Q9D264	ENSMUSG00000027446
Q9D267	ENSMUSG00000023210
Q9D269	ENSMUSG00000036958
Q9D270	ENSMUSG00000028403
Q9D273	ENSMUSG00000029575
Q9D275	ENSMUSG00000026630
Q9D279	ENSMUSG00000035852
Q9D281	ENSMUSG00000029185
Q9D287	ENSMUSG00000005687
Q9D289	ENSMUSG00000020993
Q9D291	ENSMUSG00000026502
Q9D2A5	ENSMUSG00000027938
Q9D2C2	ENSMUSG00000006763
Q9D2C6	ENSMUSG00000022476
Q9D2C7	ENSMUSG00000023010
Q9D2C9	ENSMUSG00000028483
Q9D2D7	ENSMUSG00000019338
Q9D2D9	ENSMUSG00000032609
Q9D2E1	ENSMUSG00000000411
Q9D2E2	ENSMUSG00000028688
Q9D2E3	ENSMUSG00000024088
Q9D2E9	ENSMUSG00000013091
Q9D2F0	ENSMUSG00000026963
Q9D2F1	ENSMUSG00000028591
Q9D2F5	ENSMUSG00000028801
Q9D2F7	ENSMUSG00000027939
Q9D2F8	ENSMUSG00000028314
Q9D2G2	ENSMUSG00000004789
Q9D2G5	ENSMUSG00000023805
Q9D2G9	ENSMUSG00000053461
Q9D2H1	ENSMUSG00000049387
Q9D2H4	ENSMUSG00000074881
Q9D2H5	ENSMUSG00000032451
Q9D2H8	ENSMUSG00000018844
Q9D2H9	ENSMUSG00000031831
Q9D2I5	ENSMUSG00000062590
Q9D2J7	ENSMUSG00000074771
Q9D2K4	ENSMUSG00000037801
Q9D2L1	ENSMUSG00000021592
Q9D2L9	ENSMUSG00000024691
Q9D2M8	ENSMUSG00000022674
Q9D2N4	ENSMUSG00000024302
Q9D2N8	ENSMUSG00000021903
Q9D2N9	ENSMUSG00000029434
Q9D2P4	ENSMUSG00000069020
Q9D2P8	ENSMUSG00000032517
Q9D2Q2	ENSMUSG00000029097
Q9D2Q3	ENSMUSG00000040177
Q9D2Q8	ENSMUSG00000042306
Q9D2R0	ENSMUSG00000029482
Q9D2R4	ENSMUSG00000004821
Q9D2R6	ENSMUSG00000017188
Q9D2R8	ENSMUSG00000029918
Q9D2S4	ENSMUSG00000010435
Q9D2T6	ENSMUSG00000024532
Q9D2U0	ENSMUSG00000074359
Q9D2U5	ENSMUSG00000059278
Q9D2U9	ENSMUSG00000056895
Q9D2V5	ENSMUSG00000027628
Q9D2V7	ENSMUSG00000039637
Q9D2V8	ENSMUSG00000001082
Q9D2W0	ENSMUSG00000004988
Q9D2X0	ENSMUSG00000079610
Q9D2X5	ENSMUSG00000031858
Q9D2X6	ENSMUSG00000029865
Q9D2X8	ENSMUSG00000101892
Q9D2Y4	ENSMUSG00000012519
Q9D2Y6	ENSMUSG00000038365
Q9D2Y9	ENSMUSG00000021696
Q9D2Z1	ENSMUSG00000070777
Q9D2Z4	ENSMUSG00000051705
Q9D2Z6	ENSMUSG00000054951
Q9D2Z8	ENSMUSG00000028357
Q9D300	ENSMUSG00000020374
Q9D304	ENSMUSG00000031438
Q9D305	ENSMUSG00000020137
Q9D306	ENSMUSG00000019888
Q9D308	ENSMUSG00000073158
Q9D309	ENSMUSG00000022938
Q9D311	ENSMUSG00000027225
Q9D312	ENSMUSG00000035775
Q9D321	ENSMUSG00000033272
Q9D328	ENSMUSG00000033578
Q9D338	ENSMUSG00000030045
Q9D342	ENSMUSG00000031953
Q9D350	ENSMUSG00000054310
Q9D358	ENSMUSG00000044573
Q9D361	ENSMUSG00000021431
Q9D379	ENSMUSG00000038776
Q9D384	ENSMUSG00000029402
Q9D385	ENSMUSG00000031776
Q9D387	ENSMUSG00000027270
Q9D394	ENSMUSG00000029291
Q9D3A8	ENSMUSG00000038473
Q9D3A9	ENSMUSG00000030428
Q9D3B1	ENSMUSG00000035376
Q9D3D0	ENSMUSG00000017679
Q9D3D9	ENSMUSG00000003072
Q9D3E6	ENSMUSG00000037286
Q9D3F6	ENSMUSG00000024675
Q9D3F7	ENSMUSG00000020108
Q9D3G9	ENSMUSG00000029204
Q9D3H0	ENSMUSG00000025505
Q9D3H2	ENSMUSG00000067684
Q9D3H4	ENSMUSG00000057674
Q9D3H4	ENSMUSG00000060756
Q9D3H4	ENSMUSG00000058725
Q9D3H7	ENSMUSG00000090225
Q9D3H9	ENSMUSG00000020703
Q9D3I0	ENSMUSG00000055594
Q9D3I6	ENSMUSG00000056706
Q9D3I8	ENSMUSG00000079639
Q9D3I8	ENSMUSG00000094945
Q9D3J3	ENSMUSG00000003190
Q9D3J5	ENSMUSG00000024774
Q9D3J8	ENSMUSG00000029282
Q9D3J9	ENSMUSG00000025058
Q9D3L0	ENSMUSG00000051185
Q9D3N2	ENSMUSG00000068617
Q9D3N5	ENSMUSG00000044121
Q9D3N8	ENSMUSG00000038515
Q9D3P1	ENSMUSG00000027908
Q9D3P8	ENSMUSG00000016495
Q9D3P9	ENSMUSG00000019890
Q9D3R3	ENSMUSG00000021572
Q9D3R5	ENSMUSG00000075510
Q9D3R6	ENSMUSG00000025420
Q9D3R9	ENSMUSG00000009596
Q9D3S3	ENSMUSG00000071669
Q9D3S5	ENSMUSG00000072919
Q9D3S9	ENSMUSG00000052955
Q9D3T1	ENSMUSG00000025288
Q9D3U0	ENSMUSG00000020280
Q9D3U4	ENSMUSG00000095365
Q9D3U9	ENSMUSG00000036744
Q9D3V1	ENSMUSG00000029601
Q9D3V5	ENSMUSG00000027344
Q9D3V8	ENSMUSG00000042564
Q9D3W1	ENSMUSG00000009070
Q9D3W4	ENSMUSG00000029464
Q9D3W5	ENSMUSG00000023084
Q9D3X3	ENSMUSG00000042525
Q9D3X4	ENSMUSG00000047988
Q9D3X5	ENSMUSG00000029089
Q9D3X8	ENSMUSG00000021791
Q9D3X9	ENSMUSG00000031647
Q9D3Z8	ENSMUSG00000021718
Q9D404	ENSMUSG00000021786
Q9D410	ENSMUSG00000067561
Q9D410	ENSMUSG00000067562
Q9D411	ENSMUSG00000007591
Q9D415	ENSMUSG00000003279
Q9D416	ENSMUSG00000052549
Q9D417	ENSMUSG00000089984
Q9D420	ENSMUSG00000030463
Q9D424	ENSMUSG00000024430
Q9D428	ENSMUSG00000042532
Q9D439	ENSMUSG00000035394
Q9D454	ENSMUSG00000071749
Q9D476	ENSMUSG00000026224
Q9D478	ENSMUSG00000028256
Q9D479	ENSMUSG00000037355
Q9D483	ENSMUSG00000028099
Q9D485	ENSMUSG00000025038
Q9D486	ENSMUSG00000034390
Q9D489	ENSMUSG00000027794
Q9D494	ENSMUSG00000027229
Q9D495	ENSMUSG00000025480
Q9D496	ENSMUSG00000029138
Q9D498	ENSMUSG00000118396
Q9D498	ENSMUSG00001074846
Q9D4A5	ENSMUSG00000013158
Q9D4B1	ENSMUSG00000050931
Q9D4B2	ENSMUSG00000006784
Q9D4C1	ENSMUSG00000054966
Q9D4C5	ENSMUSG00000021890
Q9D4C6	ENSMUSG00000031637
Q9D4C9	ENSMUSG00000041216
Q9D4D2	ENSMUSG00000045330
Q9D4D3	ENSMUSG00000025961
Q9D4D5	ENSMUSG00000072983
Q9D4D7	ENSMUSG00000022753
Q9D4E6	ENSMUSG00000046173
Q9D4E9	ENSMUSG00000029679
Q9D4F2	ENSMUSG00000040105
Q9D4F3	ENSMUSG00000043549
Q9D4F8	ENSMUSG00000027263
Q9D4G1	ENSMUSG00000039851
Q9D4G2	ENSMUSG00000002076
Q9D4G9	ENSMUSG00000035367
Q9D4H1	ENSMUSG00000021357
Q9D4H2	ENSMUSG00000029708
Q9D4H4	ENSMUSG00000013076
Q9D4H7	ENSMUSG00000016239
Q9D4H8	ENSMUSG00000024231
Q9D4H9	ENSMUSG00000029629
Q9D4I2	ENSMUSG00000068117
Q9D4I8	ENSMUSG00000055643
Q9D4J1	ENSMUSG00000026255
Q9D4J3	ENSMUSG00000019891
Q9D4J7	ENSMUSG00000025626
Q9D4J9	ENSMUSG00000026774
Q9D4K5	ENSMUSG00000026969
Q9D4K7	ENSMUSG00000078442
Q9D4M5	ENSMUSG00000031194
Q9D4M9	ENSMUSG00000028938
Q9D4P0	ENSMUSG00000017418
Q9D4P7	ENSMUSG00000009093
Q9D4Q1	ENSMUSG00000022431
Q9D4Q4	ENSMUSG00000054885
Q9D4R2	ENSMUSG00000035057
Q9D4S4	ENSMUSG00000051788
Q9D4U4	ENSMUSG00000048994
Q9D4U7	ENSMUSG00000034493
Q9D4V0	ENSMUSG00000030275
Q9D4V3	ENSMUSG00000030617
Q9D4V4	ENSMUSG00000031939
Q9D4V6	ENSMUSG00000021078
Q9D4V7	ENSMUSG00000022827
Q9D4W2	ENSMUSG00000005131
Q9D4X6	ENSMUSG00000025051
Q9D4Y3	ENSMUSG00000051827
Q9D4Y3	ENSMUSG00000096788
Q9D4Y8	ENSMUSG00000028642
Q9D4Z5	ENSMUSG00000031411
Q9D504	ENSMUSG00000029517
Q9D506	ENSMUSG00000079091
Q9D513	ENSMUSG00000024155
Q9D515	ENSMUSG00000067909
Q9D516	ENSMUSG00000004994
Q9D517	ENSMUSG00000001211
Q9D518	ENSMUSG00000027209
Q9D519	ENSMUSG00000059663
Q9D529	ENSMUSG00000022455
Q9D531	ENSMUSG00000021396
Q9D541	ENSMUSG00000025808
Q9D542	ENSMUSG00000043583
Q9D548	ENSMUSG00000031330
Q9D549	ENSMUSG00000031270
Q9D552	ENSMUSG00000026611
Q9D554	ENSMUSG00000028902
Q9D563	ENSMUSG00000022715
Q9D565	ENSMUSG00000026523
Q9D572	ENSMUSG00000012126
Q9D581	ENSMUSG00000020562
Q9D583	ENSMUSG00000072595
Q9D592	ENSMUSG00000014529
Q9D593	ENSMUSG00000053375
Q9D5A0	ENSMUSG00000046846
Q9D5B7	ENSMUSG00000049160
Q9D5D8	ENSMUSG00000031758
Q9D5E3	ENSMUSG00000079093
Q9D5E4	ENSMUSG00000056598
Q9D5F6	ENSMUSG00000022288
Q9D5H4	ENSMUSG00000024510
Q9D5I4	ENSMUSG00000028523
Q9D5J5	ENSMUSG00000036013
Q9D5J6	ENSMUSG00000005951
Q9D5K1	ENSMUSG00000048174
Q9D5K4	ENSMUSG00000040928
Q9D5L7	ENSMUSG00000039911
Q9D5M9	ENSMUSG00000025783
Q9D5N8	ENSMUSG00000025527
Q9D5N9	ENSMUSG00000030976
Q9D5Q6	ENSMUSG00000058643
Q9D5Q8	ENSMUSG00000028520
Q9D5R2	ENSMUSG00000035560
Q9D5R3	ENSMUSG00000020024
Q9D5R4	ENSMUSG00000028188
Q9D5S1	ENSMUSG00000039337
Q9D5S7	ENSMUSG00000056215
Q9D5T0	ENSMUSG00000013662
Q9D5T2	ENSMUSG00000039540
Q9D5T7	ENSMUSG00000028109
Q9D5U0	ENSMUSG00000033794
Q9D5U8	ENSMUSG00000038085
Q9D5U9	ENSMUSG00000038244
Q9D5V1	ENSMUSG00000066368
Q9D5V2	ENSMUSG00000001558
Q9D5V6	ENSMUSG00000031357
Q9D5W4	ENSMUSG00000039391
Q9D5W6	ENSMUSG00000026336
Q9D5W8	ENSMUSG00000040514
Q9D5Y0	ENSMUSG00000029828
Q9D5Y1	ENSMUSG00000027676
Q9D5Z5	ENSMUSG00000021815
Q9D600	ENSMUSG00000031821
Q9D611	ENSMUSG00000027670
Q9D618	ENSMUSG00000033182
Q9D620	ENSMUSG00000031488
Q9D638	ENSMUSG00000069721
Q9D638	ENSMUSG00000069722
Q9D644	ENSMUSG00000070334
Q9D646	ENSMUSG00000043485
Q9D654	ENSMUSG00000046185
Q9D656	ENSMUSG00000116184
Q9D658	ENSMUSG00000059895
Q9D659	ENSMUSG00000020101
Q9D662	ENSMUSG00000027429
Q9D665	ENSMUSG00000034308
Q9D666	ENSMUSG00000036817
Q9D668	ENSMUSG00000002910
Q9D676	ENSMUSG00000000248
Q9D684	ENSMUSG00000001768
Q9D687	ENSMUSG00000021565
Q9D695	ENSMUSG00000067001
Q9D6A1	ENSMUSG00000066952
Q9D6B9	ENSMUSG00000071001
Q9D6C3	ENSMUSG00000031125
Q9D6D0	ENSMUSG00000023912
Q9D6E4	ENSMUSG00000007944
Q9D6F4	ENSMUSG00000029211
Q9D6F9	ENSMUSG00000062591
Q9D6G5	ENSMUSG00000024666
Q9D6G9	ENSMUSG00000040759
Q9D6H2	ENSMUSG00000063172
Q9D6H5	ENSMUSG00000001844
Q9D6I0	ENSMUSG00000051851
Q9D6I3	ENSMUSG00000020639
Q9D6I7	ENSMUSG00000029270
Q9D6I9	ENSMUSG00000028701
Q9D6J1	ENSMUSG00000008206
Q9D6J3	ENSMUSG00000003208
Q9D6J4	ENSMUSG00000027489
Q9D6J5	ENSMUSG00000025204
Q9D6J6	ENSMUSG00000024099
Q9D6K5	ENSMUSG00000090935
Q9D6K5	ENSMUSG00000021139
Q9D6K7	ENSMUSG00000022151
Q9D6K8	ENSMUSG00000031198
Q9D6K9	ENSMUSG00000023021
Q9D6L6	ENSMUSG00000045331
Q9D6L8	ENSMUSG00000026035
Q9D6M3	ENSMUSG00000019082
Q9D6N1	ENSMUSG00000027555
Q9D6N5	ENSMUSG00000024914
Q9D6P5	ENSMUSG00000068888
Q9D6P8	ENSMUSG00000063130
Q9D6R2	ENSMUSG00000032279
Q9D6R3	ENSMUSG00000049593
Q9D6S7	ENSMUSG00000026887
Q9D6S9	ENSMUSG00000050704
Q9D6T0	ENSMUSG00000003421
Q9D6T1	ENSMUSG00000019845
Q9D6T8	ENSMUSG00000048830
Q9D6U8	ENSMUSG00000003955
Q9D6V8	ENSMUSG00000037058
Q9D6W7	ENSMUSG00000028865
Q9D6W8	ENSMUSG00000045176
Q9D6X5	ENSMUSG00000027463
Q9D6X6	ENSMUSG00000039405
Q9D6Y1	ENSMUSG00000026676
Q9D6Y4	ENSMUSG00000002345
Q9D6Y7	ENSMUSG00000054733
Q9D6Y9	ENSMUSG00000022707
Q9D6Z0	ENSMUSG00000002661
Q9D6Z1	ENSMUSG00000027405
Q9D6Z6	ENSMUSG00000026985
Q9D700	ENSMUSG00000039661
Q9D702	ENSMUSG00000023153
Q9D706	ENSMUSG00000022466
Q9D708	ENSMUSG00000074457
Q9D709	ENSMUSG00000001420
Q9D710	ENSMUSG00000050043
Q9D711	ENSMUSG00000031379
Q9D722	ENSMUSG00000035399
Q9D727	ENSMUSG00000062619
Q9D731	ENSMUSG00000103243
Q9D732	ENSMUSG00000045109
Q9D733	ENSMUSG00000030954
Q9D735	ENSMUSG00000041203
Q9D738	ENSMUSG00000031204
Q9D742	ENSMUSG00000068264
Q9D746	ENSMUSG00000068078
Q9D752	ENSMUSG00000029003
Q9D753	ENSMUSG00000027752
Q9D757	ENSMUSG00000026989
Q9D771	ENSMUSG00000026627
Q9D772	ENSMUSG00000028439
Q9D773	ENSMUSG00000002767
Q9D786	ENSMUSG00000078762
Q9D787	ENSMUSG00000022771
Q9D799	ENSMUSG00000059183
Q9D7A8	ENSMUSG00000027599
Q9D7B1	ENSMUSG00000031901
Q9D7B7	ENSMUSG00000021760
Q9D7C9	ENSMUSG00000004939
Q9D7D1	ENSMUSG00000033967
Q9D7D2	ENSMUSG00000058260
Q9D7D7	ENSMUSG00000055976
Q9D7E3	ENSMUSG00000038268
Q9D7E4	ENSMUSG00000020133
Q9D7F2	ENSMUSG00000026765
Q9D7F7	ENSMUSG00000027536
Q9D7G0	ENSMUSG00000031432
Q9D7G4	ENSMUSG00000022864
Q9D7G9	ENSMUSG00000041775
Q9D7H2	ENSMUSG00000034379
Q9D7H3	ENSMUSG00000000339
Q9D7H4	ENSMUSG00000018821
Q9D7I0	ENSMUSG00000025647
Q9D7I5	ENSMUSG00000030946
Q9D7I8	ENSMUSG00000027654
Q9D7I9	ENSMUSG00000053675
Q9D7J4	ENSMUSG00000026500
Q9D7J6	ENSMUSG00000019088
Q9D7J7	ENSMUSG00000078144
Q9D7J9	ENSMUSG00000039063
Q9D7K2	ENSMUSG00000020778
Q9D7K5	ENSMUSG00000057229
Q9D7L5	ENSMUSG00000028396
Q9D7L8	ENSMUSG00000020839
Q9D7M1	ENSMUSG00000027573
Q9D7M5	ENSMUSG00000024512
Q9D7M8	ENSMUSG00000024258
Q9D7N2	ENSMUSG00000071471
Q9D7N3	ENSMUSG00000060679
Q9D7N6	ENSMUSG00000026087
Q9D7N9	ENSMUSG00000033096
Q9D7P3	ENSMUSG00000048294
Q9D7P6	ENSMUSG00000025825
Q9D7P7	ENSMUSG00000015093
Q9D7P9	ENSMUSG00000059956
Q9D7Q0	ENSMUSG00000026085
Q9D7Q1	ENSMUSG00000026450
Q9D7R7	ENSMUSG00000023987
Q9D7S0	ENSMUSG00000013643
Q9D7S1	ENSMUSG00000028786
Q9D7S7	ENSMUSG00000039221
Q9D7S9	ENSMUSG00000028419
Q9D7T1	ENSMUSG00000040121
Q9D7U6	ENSMUSG00000038064
Q9D7V1	ENSMUSG00000053886
Q9D7V9	ENSMUSG00000029413
Q9D7W5	ENSMUSG00000006392
Q9D7X1	ENSMUSG00000046523
Q9D7X3	ENSMUSG00000003518
Q9D7X8	ENSMUSG00000002797
Q9D7Y9	ENSMUSG00000027281
Q9D7Z3	ENSMUSG00000063200
Q9D7Z6	ENSMUSG00000028255
Q9D7Z7	ENSMUSG00000030484
Q9D805	ENSMUSG00000031981
Q9D806	ENSMUSG00000031937
Q9D807	ENSMUSG00000013083
Q9D809	ENSMUSG00000030587
Q9D816	ENSMUSG00000025002
Q9D818	ENSMUSG00000026955
Q9D819	ENSMUSG00000020089
Q9D820	ENSMUSG00000032673
Q9D823	ENSMUSG00000041841
Q9D824	ENSMUSG00000029227
Q9D826	ENSMUSG00000017453
Q9D832	ENSMUSG00000028035
Q9D842	ENSMUSG00000030051
Q9D844	ENSMUSG00000024963
Q9D845	ENSMUSG00000090626
Q9D848	ENSMUSG00000058618
Q9D850	ENSMUSG00000028232
Q9D853	ENSMUSG00000030960
Q9D856	ENSMUSG00000039878
Q9D868	ENSMUSG00000060288
Q9D868	ENSMUSG00000033036
Q9D869	ENSMUSG00000030865
Q9D871	ENSMUSG00000030472
Q9D875	ENSMUSG00000029384
Q9D880	ENSMUSG00000003438
Q9D882	ENSMUSG00000020083
Q9D883	ENSMUSG00000061613
Q9D892	ENSMUSG00000074797
Q9D898	ENSMUSG00000026755
Q9D8B1	ENSMUSG00000019806
Q9D8B3	ENSMUSG00000038467
Q9D8B6	ENSMUSG00000027495
Q9D8B7	ENSMUSG00000031990
Q9D8C2	ENSMUSG00000020577
Q9D8C3	ENSMUSG00000041718
Q9D8C4	ENSMUSG00000010358
Q9D8C6	ENSMUSG00000018923
Q9D8C8	ENSMUSG00000029725
Q9D8C9	ENSMUSG00000068417
Q9D8D0	ENSMUSG00000068105
Q9D8D6	ENSMUSG00000095620
Q9D8E6	ENSMUSG00000032399
Q9D8F1	ENSMUSG00000039754
Q9D8F3	ENSMUSG00000022560
Q9D8G5	ENSMUSG00000027876
Q9D8H7	ENSMUSG00000035069
Q9D8I1	ENSMUSG00000024353
Q9D8I2	ENSMUSG00000036362
Q9D8I3	ENSMUSG00000031163
Q9D8K3	ENSMUSG00000009092
Q9D8K8	ENSMUSG00000018677
Q9D8L0	ENSMUSG00000032062
Q9D8L5	ENSMUSG00000030301
Q9D8M3	ENSMUSG00000081534
Q9D8M4	ENSMUSG00000063888
Q9D8N0	ENSMUSG00000071644
Q9D8N1	ENSMUSG00000035372
Q9D8N2	ENSMUSG00000024993
Q9D8N3	ENSMUSG00000010307
Q9D8N6	ENSMUSG00000036845
Q9D8P4	ENSMUSG00000030879
Q9D8P7	ENSMUSG00000019837
Q9D8Q6	ENSMUSG00000036027
Q9D8S3	ENSMUSG00000054277
Q9D8S4	ENSMUSG00000032026
Q9D8S9	ENSMUSG00000015943
Q9D8T0	ENSMUSG00000031399
Q9D8T2	ENSMUSG00000022575
Q9D8T3	ENSMUSG00000023755
Q9D8T4	ENSMUSG00000014177
Q9D8T7	ENSMUSG00000021040
Q9D8U0	ENSMUSG00000010048
Q9D8U2	ENSMUSG00000022856
Q9D8U3	ENSMUSG00000030219
Q9D8U4	ENSMUSG00000046491
Q9D8U6	ENSMUSG00000013974
Q9D8U7	ENSMUSG00000023330
Q9D8U8	ENSMUSG00000027423
Q9D8V0	ENSMUSG00000019188
Q9D8V7	ENSMUSG00000024516
Q9D8W5	ENSMUSG00000020720
Q9D8W7	ENSMUSG00000029153
Q9D8X1	ENSMUSG00000025193
Q9D8X2	ENSMUSG00000007721
Q9D8X5	ENSMUSG00000020515
Q9D8Y1	ENSMUSG00000030615
Q9D8Y7	ENSMUSG00000013707
Q9D8Y8	ENSMUSG00000026283
Q9D8Z1	ENSMUSG00000044475
Q9D8Z2	ENSMUSG00000029535
Q9D8Z6	ENSMUSG00000037204
Q9D902	ENSMUSG00000031585
Q9D903	ENSMUSG00000028729
Q9D906	ENSMUSG00000030314
Q9D915	ENSMUSG00000056313
Q9D920	ENSMUSG00000042992
Q9D924	ENSMUSG00000044792
Q9D925	ENSMUSG00000032530
Q9D937	ENSMUSG00000071653
Q9D938	ENSMUSG00000019158
Q9D939	ENSMUSG00000023122
Q9D945	ENSMUSG00000020224
Q9D952	ENSMUSG00000034282
