c100000_g1	6055.m.41809
c96172_g2	6055.m.26768
c96173_g1	6055.m.26769
c96175_g1	6055.m.26772
c96176_g1	6055.m.26777
c96177_g1	6055.m.26780
c96178_g1	6055.m.26781
c96179_g1	6055.m.26783
c96180_g1	6055.m.26786
c96181_g1	6055.m.26788
c96183_g1	6055.m.26790
c96185_g1	6055.m.26791
c96187_g1	6055.m.26792
c96187_g2	6055.m.26793
c96188_g1	6055.m.26794
c96189_g1	6055.m.26796
c96190_g1	6055.m.26798
c96191_g1	6055.m.26800
c96191_g2	6055.m.26802
c96193_g1	6055.m.26806
c96194_g1	6055.m.26816
c96194_g2	6055.m.26818
c96195_g1	6055.m.26821
c96195_g2	6055.m.26825
c96196_g1	6055.m.26828
c96196_g2	6055.m.26829
c96196_g3	6055.m.26830
c96196_g4	6055.m.26833
c96197_g1	6055.m.26836
c96198_g1	6055.m.26842
c96199_g1	6055.m.26845
c96199_g2	6055.m.26846
c96200_g1	6055.m.26847
c96201_g1	6055.m.26850
c96201_g2	6055.m.26852
c96202_g1	6055.m.26856
c96203_g1	6055.m.26857
c96203_g2	6055.m.26859
c96204_g1	6055.m.26860
c96204_g2	6055.m.26867
c96205_g1	6055.m.26870
c96206_g1	6055.m.26871
c96207_g1	6055.m.26873
c96209_g1	6055.m.26876
c96210_g1	6055.m.26879
c96210_g2	6055.m.26883
c96211_g1	6055.m.26885
c96211_g3	6055.m.26886
c96212_g1	6055.m.26887
c96213_g1	6055.m.26888
c96214_g1	6055.m.26894
c96214_g2	6055.m.26898
c96215_g1	6055.m.26899
c96217_g1	6055.m.26901
c96218_g1	6055.m.26902
c96219_g1	6055.m.26903
c96220_g1	6055.m.26904
c96221_g1	6055.m.26908
c96221_g2	6055.m.26911
c96222_g1	6055.m.26915
c96223_g1	6055.m.26917
c96225_g1	6055.m.26918
c96226_g1	6055.m.26920
c96226_g2	6055.m.26937
c96226_g3	6055.m.26942
c96228_g1	6055.m.26943
c96229_g1	6055.m.26946
c96230_g1	6055.m.26950
c96230_g2	6055.m.26952
c96231_g1	6055.m.26957
c96232_g1	6055.m.26962
c96232_g2	6055.m.26966
c96232_g3	6055.m.26967
c96233_g1	6055.m.26968
c96234_g1	6055.m.26970
c96234_g2	6055.m.26973
c96235_g1	6055.m.26977
c96236_g1	6055.m.26983
c96237_g1	6055.m.26986
c96239_g1	6055.m.26988
c96239_g2	6055.m.26989
c9624_g1	6055.m.1000
c96240_g1	6055.m.26992
c96240_g2	6055.m.26993
c96241_g1	6055.m.26997
c96242_g1	6055.m.26998
c96242_g2	6055.m.27001
c96242_g3	6055.m.27003
c96243_g1	6055.m.27005
c96246_g1	6055.m.27006
c96247_g1	6055.m.27008
c96248_g1	6055.m.27012
c96249_g1	6055.m.27014
c9625_g1	6055.m.1001
c96250_g1	6055.m.27016
c96251_g1	6055.m.27017
c96252_g1	6055.m.27020
c96252_g2	6055.m.27023
c96254_g1	6055.m.27025
c96254_g2	6055.m.27026
c96254_g3	6055.m.27029
c96255_g1	6055.m.27032
c96257_g1	6055.m.27035
c96257_g2	6055.m.27038
c96258_g1	6055.m.27039
c96260_g1	6055.m.27046
c96261_g1	6055.m.27049
c96262_g1	6055.m.27050
c96263_g1	6055.m.27051
c96264_g1	6055.m.27052
c96264_g2	6055.m.27054
c96264_g3	6055.m.27059
c96264_g4	6055.m.27060
c96264_g5	6055.m.27062
c96266_g1	6055.m.27063
c96267_g1	6055.m.27066
c96268_g1	6055.m.27069
c96268_g2	6055.m.27072
c96269_g1	6055.m.27074
c96270_g1	6055.m.27075
c96270_g2	6055.m.27077
c96271_g1	6055.m.27079
c96271_g2	6055.m.27081
c96272_g1	6055.m.27085
c96272_g2	6055.m.27087
c96273_g1	6055.m.27090
c96274_g1	6055.m.27092
c96275_g1	6055.m.27096
c96277_g1	6055.m.27100
c96277_g2	6055.m.27102
c96278_g1	6055.m.27105
c96278_g2	6055.m.27108
c9628_g1	6055.m.1003
c96282_g1	6055.m.27109
c96282_g2	6055.m.27111
c96283_g1	6055.m.27112
c96283_g2	6055.m.27113
c96284_g1	6055.m.27114
c96285_g1	6055.m.27119
c96286_g1	6055.m.27123
c96287_g1	6055.m.27129
c96287_g2	6055.m.27131
c96288_g1	6055.m.27135
c96289_g1	6055.m.27138
c96289_g2	6055.m.27142
c96290_g1	6055.m.27143
c96290_g2	6055.m.27146
c96291_g1	6055.m.27148
c96292_g1	6055.m.27157
c96294_g1	6055.m.27158
c96296_g1	6055.m.27162
c96297_g1	6055.m.27171
c96299_g1	6055.m.27173
c96300_g1	6055.m.27174
c96301_g1	6055.m.27175
c96301_g2	6055.m.27176
c96302_g1	6055.m.27178
c96304_g1	6055.m.27182
c96307_g1	6055.m.27189
c96307_g2	6055.m.27192
c96309_g1	6055.m.27194
c96310_g2	6055.m.27195
c96310_g3	6055.m.27197
c96311_g1	6055.m.27199
c96312_g1	6055.m.27203
c96313_g1	6055.m.27204
c96314_g1	6055.m.27206
c96316_g1	6055.m.27208
c96322_g1	6055.m.27214
c96323_g1	6055.m.27215
c96325_g1	6055.m.27216
c96326_g1	6055.m.27218
c96327_g1	6055.m.27219
c96328_g1	6055.m.27221
c96328_g2	6055.m.27223
c96328_g3	6055.m.27225
c96329_g1	6055.m.27227
c96329_g2	6055.m.27228
c96330_g1	6055.m.27230
c96333_g1	6055.m.27232
c96334_g1	6055.m.27233
c96335_g1	6055.m.27234
c96335_g2	6055.m.27237
c96336_g1	6055.m.27238
c96337_g1	6055.m.27246
c96338_g1	6055.m.27253
c96340_g1	6055.m.27256
c96340_g2	6055.m.27257
c96340_g3	6055.m.27258
c96341_g1	6055.m.27259
c96342_g1	6055.m.27260
c96342_g2	6055.m.27264
c96343_g1	6055.m.27267
c96345_g1	6055.m.27269
c96346_g1	6055.m.27273
c96347_g1	6055.m.27276
c96348_g1	6055.m.27277
c96348_g3	6055.m.27279
c96348_g5	6055.m.27282
c96349_g1	6055.m.27283
c96351_g1	6055.m.27284
c96351_g2	6055.m.27285
c96352_g1	6055.m.27286
c96353_g1	6055.m.27287
c96353_g2	6055.m.27289
c96353_g3	6055.m.27291
c96354_g1	6055.m.27292
c96355_g1	6055.m.27298
c96356_g1	6055.m.27299
c96357_g1	6055.m.27303
c96358_g3	6055.m.27305
c96359_g1	6055.m.27307
c96359_g2	6055.m.27309
c96360_g1	6055.m.27316
c96363_g1	6055.m.27324
c96364_g1	6055.m.27328
c96365_g1	6055.m.27332
c96365_g2	6055.m.27335
c96367_g1	6055.m.27345
c96368_g1	6055.m.27347
c96369_g1	6055.m.27350
c96371_g1	6055.m.27351
c96372_g1	6055.m.27354
c96375_g1	6055.m.27357
c96376_g1	6055.m.27362
c96377_g1	6055.m.27364
c96378_g1	6055.m.27365
c96379_g1	6055.m.27369
c96379_g2	6055.m.27370
c96380_g1	6055.m.27372
c96381_g1	6055.m.27376
c96381_g2	6055.m.27377
c96381_g3	6055.m.27378
c96382_g1	6055.m.27380
c96383_g1	6055.m.27381
c96384_g1	6055.m.27386
c96385_g1	6055.m.27390
c96386_g1	6055.m.27391
c96387_g1	6055.m.27393
c96387_g2	6055.m.27397
c96388_g1	6055.m.27401
c96390_g1	6055.m.27402
c96390_g2	6055.m.27403
c96391_g1	6055.m.27407
c96393_g1	6055.m.27410
c96394_g1	6055.m.27412
c96394_g2	6055.m.27419
c96396_g1	6055.m.27425
c96398_g1	6055.m.27429
c96400_g1	6055.m.27430
c96401_g1	6055.m.27431
c96402_g1	6055.m.27433
c96402_g2	6055.m.27434
c96404_g1	6055.m.27439
c96405_g1	6055.m.27442
c96405_g2	6055.m.27443
c96405_g3	6055.m.27444
c96406_g1	6055.m.27445
c96406_g2	6055.m.27446
c96409_g1	6055.m.27447
c96411_g1	6055.m.27451
c96412_g1	6055.m.27459
c96413_g1	6055.m.27478
c96414_g1	6055.m.27481
c96416_g1	6055.m.27484
c96417_g1	6055.m.27485
c96420_g1	6055.m.27487
c96421_g1	6055.m.27489
c96421_g2	6055.m.27492
c96422_g1	6055.m.27493
c96424_g2	6055.m.27495
c96425_g1	6055.m.27497
c96426_g1	6055.m.27500
c96427_g1	6055.m.27501
c96429_g1	6055.m.27502
c96430_g1	6055.m.27504
c96431_g1	6055.m.27509
c96432_g1	6055.m.27512
c96433_g1	6055.m.27517
c96434_g1	6055.m.27521
c96435_g1	6055.m.27523
c96437_g2	6055.m.27531
c96438_g1	6055.m.27532
c96438_g2	6055.m.27533
c96439_g1	6055.m.27534
c96440_g2	6055.m.27536
c96442_g1	6055.m.27538
c96443_g1	6055.m.27540
c96445_g1	6055.m.27542
c96446_g1	6055.m.27544
c96447_g1	6055.m.27546
c96448_g1	6055.m.27550
c96448_g2	6055.m.27553
c96449_g1	6055.m.27556
c9645_g1	6055.m.1005
c96450_g1	6055.m.27563
c96451_g1	6055.m.27564
c96452_g1	6055.m.27565
c96453_g1	6055.m.27568
c96453_g2	6055.m.27570
c96454_g1	6055.m.27574
c96455_g1	6055.m.27578
c96455_g2	6055.m.27581
c96456_g1	6055.m.27583
c96457_g1	6055.m.27585
c96458_g1	6055.m.27586
c96458_g2	6055.m.27590
c96458_g3	6055.m.27592
c96459_g1	6055.m.27599
c96459_g2	6055.m.27604
c96460_g1	6055.m.27606
c96461_g1	6055.m.27608
c96463_g1	6055.m.27609
c96464_g1	6055.m.27610
c96464_g2	6055.m.27612
c96465_g1	6055.m.27614
c96467_g1	6055.m.27616
c96468_g1	6055.m.27618
c96469_g1	6055.m.27622
c96470_g1	6055.m.27625
c96470_g2	6055.m.27628
c96472_g1	6055.m.27631
c96474_g1	6055.m.27632
c96475_g2	6055.m.27634
c96476_g1	6055.m.27636
c96477_g1	6055.m.27637
c96478_g1	6055.m.27639
c96479_g1	6055.m.27640
c96479_g2	6055.m.27643
c96480_g1	6055.m.27644
c96480_g2	6055.m.27645
c96481_g1	6055.m.27646
c96481_g2	6055.m.27649
c96482_g1	6055.m.27651
c96483_g1	6055.m.27653
c96484_g1	6055.m.27659
c96485_g1	6055.m.27660
c96485_g2	6055.m.27661
c96486_g1	6055.m.27670
c96486_g2	6055.m.27671
c96486_g3	6055.m.27672
c96488_g1	6055.m.27674
c96488_g2	6055.m.27675
c96489_g1	6055.m.27676
c96490_g1	6055.m.27678
c96492_g1	6055.m.27682
c96493_g1	6055.m.27686
c96493_g2	6055.m.27691
c96495_g1	6055.m.27693
c96496_g1	6055.m.27698
c96497_g1	6055.m.27699
c96498_g1	6055.m.27700
c96499_g1	6055.m.27705
c96499_g2	6055.m.27708
c96500_g1	6055.m.27715
c96501_g1	6055.m.27719
c96501_g2	6055.m.27720
c96501_g3	6055.m.27723
c96502_g2	6055.m.27729
c96503_g1	6055.m.27730
c96504_g1	6055.m.27732
c96506_g1	6055.m.27735
c96507_g1	6055.m.27740
c96508_g1	6055.m.27755
c96509_g1	6055.m.27761
c96510_g1	6055.m.27762
c96512_g1	6055.m.27764
c96512_g2	6055.m.27765
c96512_g3	6055.m.27767
c96512_g4	6055.m.27769
c96512_g5	6055.m.27771
c96513_g1	6055.m.27776
c96513_g2	6055.m.27782
c96514_g1	6055.m.27783
c96514_g2	6055.m.27784
c96514_g3	6055.m.27786
c96515_g1	6055.m.27787
c96516_g1	6055.m.27793
c96516_g2	6055.m.27797
c96517_g1	6055.m.27800
c96519_g1	6055.m.27808
c96520_g1	6055.m.27820
c96521_g1	6055.m.27824
c96522_g1	6055.m.27830
c96522_g2	6055.m.27832
c96523_g1	6055.m.27837
c96523_g2	6055.m.27838
c96524_g1	6055.m.27840
c96525_g1	6055.m.27845
c96527_g1	6055.m.27851
c96528_g1	6055.m.27853
c96529_g1	6055.m.27856
c9653_g1	6055.m.1007
c96530_g1	6055.m.27860
c96531_g1	6055.m.27866
c96532_g1	6055.m.27868
c96533_g1	6055.m.27876
c96534_g1	6055.m.27879
c96534_g2	6055.m.27883
c96536_g1	6055.m.27884
c96537_g1	6055.m.27887
c96538_g1	6055.m.27889
c96539_g1	6055.m.27892
c96540_g1	6055.m.27893
c96540_g2	6055.m.27894
c96541_g1	6055.m.27895
c96541_g2	6055.m.27900
c96542_g1	6055.m.27901
c96542_g2	6055.m.27902
c96542_g3	6055.m.27903
c96543_g1	6055.m.27905
c96545_g1	6055.m.27908
c96546_g1	6055.m.27913
c96547_g1	6055.m.27915
c96548_g1	6055.m.27918
c96550_g1	6055.m.27920
c96551_g1	6055.m.27923
c96553_g1	6055.m.27924
c96554_g2	6055.m.27925
c96555_g1	6055.m.27926
c96556_g1	6055.m.27927
c96558_g1	6055.m.27932
c96558_g2	6055.m.27933
c96559_g1	6055.m.27934
c96559_g2	6055.m.27938
c96559_g3	6055.m.27937
c96560_g1	6055.m.27939
c96561_g1	6055.m.27945
c96562_g1	6055.m.27951
c96563_g1	6055.m.27952
c96564_g1	6055.m.27957
c96565_g1	6055.m.27977
c96566_g1	6055.m.27978
c96567_g1	6055.m.27981
c96568_g1	6055.m.27985
c96570_g1	6055.m.27989
c96570_g2	6055.m.27992
c96572_g1	6055.m.27993
c96572_g2	6055.m.27996
c96576_g1	6055.m.28001
c96579_g1	6055.m.28006
c96580_g1	6055.m.28010
c96580_g2	6055.m.28014
c96581_g1	6055.m.28018
c96582_g1	6055.m.28020
c96582_g2	6055.m.28023
c96583_g1	6055.m.28025
c96584_g1	6055.m.28026
c96584_g2	6055.m.28028
c96585_g1	6055.m.28029
c96585_g2	6055.m.28030
c96586_g1	6055.m.28032
c96588_g1	6055.m.28035
c96588_g2	6055.m.28036
c96588_g3	6055.m.28037
c96589_g1	6055.m.28039
c96589_g2	6055.m.28042
c96589_g3	6055.m.28044
c9659_g1	6055.m.1010
c96590_g1	6055.m.28047
c96592_g1	6055.m.28049
c96593_g3	6055.m.28053
c96594_g1	6055.m.28056
c96595_g1	6055.m.28059
c96595_g2	6055.m.28061
c96596_g1	6055.m.28070
c96597_g1	6055.m.28074
c96598_g1	6055.m.28075
c96598_g2	6055.m.28082
c96599_g1	6055.m.28083
c96600_g1	6055.m.28086
c96602_g1	6055.m.28089
c96603_g1	6055.m.28093
c96605_g1	6055.m.28095
c96606_g1	6055.m.28097
c96607_g1	6055.m.28100
c96609_g1	6055.m.28101
c96610_g1	6055.m.28102
c96610_g2	6055.m.28105
c96611_g1	6055.m.28107
c96611_g2	6055.m.28108
c96612_g1	6055.m.28109
c96613_g1	6055.m.28113
c96616_g1	6055.m.28116
c96617_g1	6055.m.28117
c96619_g1	6055.m.28118
c96620_g1	6055.m.28123
c96620_g2	6055.m.28124
c96621_g1	6055.m.28132
c96622_g1	6055.m.28133
c96623_g1	6055.m.28135
c96624_g1	6055.m.28141
c96625_g1	6055.m.28144
c96627_g1	6055.m.28147
c96628_g1	6055.m.28152
c96629_g1	6055.m.28154
c96629_g2	6055.m.28156
c96630_g1	6055.m.28157
c96631_g1	6055.m.28161
c96632_g1	6055.m.28164
c96632_g2	6055.m.28166
c96633_g1	6055.m.28168
c96634_g2	6055.m.28173
c96634_g3	6055.m.28177
c96635_g1	6055.m.28180
c96635_g2	6055.m.28182
c96636_g1	6055.m.28184
c96636_g2	6055.m.28188
c96637_g1	6055.m.28189
c96638_g1	6055.m.28191
c96638_g2	6055.m.28193
c96638_g3	6055.m.28195
c96638_g4	6055.m.28197
c96639_g1	6055.m.28198
c9664_g1	6055.m.1011
c96640_g1	6055.m.28200
c96640_g2	6055.m.28201
c96641_g1	6055.m.28203
c96641_g2	6055.m.28204
c96642_g1	6055.m.28206
c96644_g1	6055.m.28208
c96645_g1	6055.m.28209
c96645_g2	6055.m.28212
c96646_g1	6055.m.28217
c96648_g1	6055.m.28219
c96648_g2	6055.m.28220
c96649_g1	6055.m.28222
c96652_g1	6055.m.28225
c96654_g1	6055.m.28228
c96654_g2	6055.m.28229
c96655_g1	6055.m.28235
c96656_g1	6055.m.28238
c96657_g1	6055.m.28240
c96658_g1	6055.m.28245
c96659_g1	6055.m.28248
c96661_g1	6055.m.28250
c96662_g1	6055.m.28252
c96663_g1	6055.m.28253
c96664_g1	6055.m.28256
c96665_g1	6055.m.28262
c96666_g1	6055.m.28266
c96668_g1	6055.m.28272
c96669_g1	6055.m.28276
c96670_g1	6055.m.28284
c96671_g1	6055.m.28285
c96672_g1	6055.m.28287
c96673_g1	6055.m.28289
c96674_g1	6055.m.28292
c96675_g1	6055.m.28293
c96675_g2	6055.m.28296
c96675_g3	6055.m.28297
c96675_g4	6055.m.28299
c96676_g1	6055.m.28301
c96677_g1	6055.m.28303
c96677_g2	6055.m.28306
c96679_g1	6055.m.28310
c96680_g1	6055.m.28311
c96680_g2	6055.m.28312
c96681_g1	6055.m.28313
c96682_g1	6055.m.28315
c96683_g1	6055.m.28316
c96684_g1	6055.m.28317
c96685_g1	6055.m.28327
c96686_g1	6055.m.28329
c96686_g2	6055.m.28331
c96687_g2	6055.m.28338
c96688_g1	6055.m.28341
c96688_g2	6055.m.28346
c96689_g1	6055.m.28348
c96690_g1	6055.m.28354
c96691_g1	6055.m.28359
c96692_g1	6055.m.28360
c96692_g2	6055.m.28361
c96693_g1	6055.m.28362
c96693_g2	6055.m.28366
c96694_g1	6055.m.28368
c96694_g2	6055.m.28372
c96695_g1	6055.m.28374
c96696_g1	6055.m.28382
c96696_g2	6055.m.28385
c96697_g1	6055.m.28386
c96698_g1	6055.m.28396
c96699_g1	6055.m.28400
c96699_g2	6055.m.28401
c96700_g1	6055.m.28405
c96701_g1	6055.m.28410
c96702_g1	6055.m.28411
c96702_g2	6055.m.28418
c96703_g1	6055.m.28423
c96703_g2	6055.m.28426
c96704_g1	6055.m.28428
c96706_g1	6055.m.28430
c96706_g2	6055.m.28432
c96707_g1	6055.m.28435
c96707_g2	6055.m.28437
c96707_g3	6055.m.28439
c96708_g1	6055.m.28441
c96709_g1	6055.m.28446
c96709_g2	6055.m.28456
c96711_g1	6055.m.28458
c96712_g1	6055.m.28462
c96712_g2	6055.m.28466
c96713_g1	6055.m.28471
c96714_g1	6055.m.28479
c96715_g1	6055.m.28480
c96718_g1	6055.m.28484
c96719_g1	6055.m.28489
c96720_g1	6055.m.28493
c96721_g1	6055.m.28495
c96722_g1	6055.m.28498
c96723_g1	6055.m.28500
c96724_g3	6055.m.28505
c96725_g1	6055.m.28506
c96726_g1	6055.m.28507
c96727_g1	6055.m.28508
c96728_g1	6055.m.28511
c96728_g2	6055.m.28515
c96729_g1	6055.m.28518
c96729_g2	6055.m.28521
c96730_g1	6055.m.28523
c96731_g1	6055.m.28527
c96731_g2	6055.m.28530
c96732_g1	6055.m.28532
c96734_g1	6055.m.28537
c96735_g1	6055.m.28539
c96736_g1	6055.m.28540
c96736_g2	6055.m.28548
c96737_g1	6055.m.28550
c96737_g2	6055.m.28552
c96738_g1	6055.m.28554
c96739_g1	6055.m.28557
c96739_g2	6055.m.28558
c96739_g3	6055.m.28560
c96740_g1	6055.m.28566
c96740_g2	6055.m.28570
c96741_g1	6055.m.28573
c96743_g1	6055.m.28577
c96745_g1	6055.m.28579
c96746_g1	6055.m.28582
c96747_g1	6055.m.28584
c96748_g1	6055.m.28587
c96749_g1	6055.m.28589
c96751_g1	6055.m.28591
c96752_g2	6055.m.28596
c96753_g2	6055.m.28597
c96753_g3	6055.m.28598
c96754_g2	6055.m.28604
c96754_g3	6055.m.28605
c96755_g1	6055.m.28606
c96759_g1	6055.m.28610
c96759_g2	6055.m.28611
c96760_g1	6055.m.28615
c96760_g2	6055.m.28617
c96760_g3	6055.m.28620
c96762_g1	6055.m.28623
c96762_g2	6055.m.28624
c96762_g3	6055.m.28626
c96762_g4	6055.m.28629
c96762_g5	6055.m.28633
c96764_g1	6055.m.28638
c96764_g2	6055.m.28639
c96764_g3	6055.m.28646
c96765_g1	6055.m.28648
c96766_g2	6055.m.28650
c96769_g1	6055.m.28651
c96770_g1	6055.m.28654
c96771_g1	6055.m.28655
c96772_g1	6055.m.28658
c96773_g1	6055.m.28662
c96773_g2	6055.m.28663
c96774_g1	6055.m.28664
c96775_g1	6055.m.28666
c96776_g1	6055.m.28668
c96779_g1	6055.m.28673
c96780_g1	6055.m.28675
c96781_g1	6055.m.28677
c96782_g1	6055.m.28678
c96783_g1	6055.m.28681
c96784_g1	6055.m.28686
c96785_g1	6055.m.28687
c96785_g2	6055.m.28689
c96785_g3	6055.m.28692
c96786_g2	6055.m.28695
c96787_g1	6055.m.28696
c96789_g1	6055.m.28698
c96790_g1	6055.m.28700
c96791_g1	6055.m.28703
c96792_g1	6055.m.28707
c96793_g1	6055.m.28712
c96796_g1	6055.m.28714
c96796_g2	6055.m.28718
c96797_g1	6055.m.28719
c96798_g1	6055.m.28720
c96799_g1	6055.m.28728
c96799_g2	6055.m.28732
c96800_g1	6055.m.28734
c96801_g1	6055.m.28741
c96802_g1	6055.m.28746
c96803_g1	6055.m.28750
c96804_g1	6055.m.28751
c96805_g1	6055.m.28753
c96807_g1	6055.m.28755
c96808_g1	6055.m.28759
c96808_g2	6055.m.28761
c96810_g1	6055.m.28767
c96812_g1	6055.m.28772
c96813_g1	6055.m.28777
c96814_g1	6055.m.28782
c96815_g1	6055.m.28786
c96816_g2	6055.m.28793
c96817_g1	6055.m.28795
c96818_g1	6055.m.28797
c96819_g1	6055.m.28799
c96820_g1	6055.m.28800
c96821_g1	6055.m.28802
c96823_g1	6055.m.28804
c96824_g1	6055.m.28806
c96824_g2	6055.m.28807
c96824_g3	6055.m.28808
c96824_g4	6055.m.28809
c96825_g1	6055.m.28810
c96826_g1	6055.m.28811
c96827_g1	6055.m.28814
c96827_g2	6055.m.28816
c96828_g2	6055.m.28820
c96829_g1	6055.m.28822
c96830_g1	6055.m.28825
c96830_g2	6055.m.28829
c96831_g1	6055.m.28833
c96831_g2	6055.m.28835
c96832_g1	6055.m.28841
c96833_g1	6055.m.28846
c96834_g1	6055.m.28850
c96838_g1	6055.m.28859
c96839_g1	6055.m.28861
c96840_g1	6055.m.28864
c96841_g3	6055.m.28867
c96841_g4	6055.m.28868
c96842_g1	6055.m.28872
c96843_g1	6055.m.28875
c96844_g1	6055.m.28876
c96844_g2	6055.m.28877
c96845_g1	6055.m.28879
c96846_g1	6055.m.28880
c96847_g1	6055.m.28884
c96847_g2	6055.m.28885
c96848_g1	6055.m.28889
c96848_g2	6055.m.28891
c96850_g1	6055.m.28892
c96850_g2	6055.m.28895
c96851_g1	6055.m.28896
c96851_g2	6055.m.28898
c96851_g3	6055.m.28899
c96852_g1	6055.m.28904
c96853_g1	6055.m.28908
c96855_g1	6055.m.28909
c96855_g2	6055.m.28911
c96856_g1	6055.m.28915
c96856_g2	6055.m.28918
c96857_g1	6055.m.28920
c96858_g1	6055.m.28924
c96859_g1	6055.m.28927
c96860_g1	6055.m.28929
c96860_g2	6055.m.28933
c96861_g1	6055.m.28936
c96862_g1	6055.m.28939
c96863_g1	6055.m.28942
c96864_g2	6055.m.28944
c96865_g1	6055.m.28948
c96866_g1	6055.m.28949
c96866_g2	6055.m.28951
c96867_g1	6055.m.28952
c96868_g1	6055.m.28953
c96868_g2	6055.m.28955
c96868_g3	6055.m.28959
c96870_g1	6055.m.28960
c96872_g1	6055.m.28965
c96872_g2	6055.m.28968
c96874_g1	6055.m.28969
c96874_g2	6055.m.28973
c96874_g3	6055.m.28977
c96875_g1	6055.m.28978
c96877_g1	6055.m.28983
c96877_g3	6055.m.28985
c96878_g1	6055.m.28986
c96879_g1	6055.m.28989
c96879_g2	6055.m.28991
c96880_g1	6055.m.29000
c96881_g1	6055.m.29003
c96884_g1	6055.m.29007
c96884_g2	6055.m.29008
c96884_g3	6055.m.29011
c96885_g2	6055.m.29013
c96886_g1	6055.m.29015
c96886_g2	6055.m.29017
c96887_g1	6055.m.29021
c96888_g1	6055.m.29026
c96889_g1	6055.m.29029
c96890_g1	6055.m.29032
c96891_g1	6055.m.29033
c96892_g1	6055.m.29034
c96892_g2	6055.m.29035
c96892_g3	6055.m.29039
c96893_g1	6055.m.29041
c96894_g1	6055.m.29042
c96896_g1	6055.m.29047
c96897_g1	6055.m.29048
c96898_g1	6055.m.29050
c96899_g1	6055.m.29053
c96899_g2	6055.m.29056
c96899_g3	6055.m.29058
c96900_g1	6055.m.29060
c96904_g1	6055.m.29067
c96904_g2	6055.m.29070
c96905_g1	6055.m.29073
c96906_g1	6055.m.29074
c96907_g1	6055.m.29076
c96907_g2	6055.m.29078
c96908_g1	6055.m.29079
c96908_g2	6055.m.29082
c96908_g3	6055.m.29083
c96909_g1	6055.m.29086
c96910_g1	6055.m.29089
c96910_g2	6055.m.29092
c96911_g1	6055.m.29097
c96912_g1	6055.m.29101
c96913_g3	6055.m.29106
c96914_g1	6055.m.29111
c96916_g1	6055.m.29112
c96917_g1	6055.m.29120
c96918_g1	6055.m.29122
c96918_g2	6055.m.29125
c96918_g3	6055.m.29132
c96919_g1	6055.m.29135
c9692_g1	6055.m.1012
c96920_g1	6055.m.29137
c96920_g2	6055.m.29140
c96923_g1	6055.m.29142
c96924_g1	6055.m.29143
c96925_g1	6055.m.29148
c96925_g2	6055.m.29152
c96926_g1	6055.m.29155
c96927_g1	6055.m.29158
c96929_g1	6055.m.29163
c96930_g1	6055.m.29165
c96932_g1	6055.m.29169
c96933_g1	6055.m.29171
c96933_g2	6055.m.29172
c96934_g1	6055.m.29174
c96935_g1	6055.m.29185
c96935_g3	6055.m.29187
c96936_g1	6055.m.29189
c96936_g2	6055.m.29193
c96936_g3	6055.m.29194
c96937_g1	6055.m.29196
c96939_g1	6055.m.29198
c96940_g1	6055.m.29199
c96941_g1	6055.m.29209
c96941_g2	6055.m.29213
c96941_g3	6055.m.29214
c96942_g1	6055.m.29216
c96943_g1	6055.m.29218
c96945_g1	6055.m.29226
c96945_g2	6055.m.29225
c96947_g1	6055.m.29228
c96947_g2	6055.m.29229
c96947_g3	6055.m.29230
c96949_g1	6055.m.29234
c96950_g2	6055.m.29237
c96952_g2	6055.m.29239
c96953_g1	6055.m.29242
c96954_g1	6055.m.29245
c96955_g1	6055.m.29249
c96956_g1	6055.m.29252
c96956_g2	6055.m.29254
c96958_g1	6055.m.29257
c96958_g2	6055.m.29258
c96959_g1	6055.m.29262
c96960_g1	6055.m.29264
c96964_g1	6055.m.29266
c96965_g1	6055.m.29270
c96966_g1	6055.m.29271
c96967_g1	6055.m.29274
c96968_g1	6055.m.29280
c96969_g1	6055.m.29285
c96970_g1	6055.m.29287
c96972_g1	6055.m.29290
c96972_g2	6055.m.29292
c96972_g3	6055.m.29297
c96972_g4	6055.m.29298
c96972_g5	6055.m.29299
c96973_g1	6055.m.29302
c96973_g2	6055.m.29304
c96975_g1	6055.m.29306
c96976_g1	6055.m.29309
c96977_g1	6055.m.29314
c96981_g1	6055.m.29324
c96981_g2	6055.m.29326
c96982_g1	6055.m.29331
c96983_g1	6055.m.29332
c96984_g1	6055.m.29335
c96985_g1	6055.m.29337
c96985_g2	6055.m.29340
c96986_g1	6055.m.29345
c96987_g1	6055.m.29349
c96988_g1	6055.m.29350
c96989_g1	6055.m.29351
c96989_g2	6055.m.29354
c9699_g1	6055.m.1013
c96990_g1	6055.m.29356
c96990_g2	6055.m.29361
c96992_g1	6055.m.29366
c96994_g1	6055.m.29376
c96995_g1	6055.m.29380
c96995_g2	6055.m.29387
c96997_g1	6055.m.29391
c96998_g1	6055.m.29399
c96999_g1	6055.m.29401
c97000_g1	6055.m.29404
c97003_g1	6055.m.29411
c97004_g1	6055.m.29412
c97004_g2	6055.m.29417
c97006_g1	6055.m.29418
c97008_g1	6055.m.29421
c97011_g1	6055.m.29427
c97012_g1	6055.m.29433
c97014_g1	6055.m.29437
c97014_g2	6055.m.29440
c97015_g1	6055.m.29442
c97016_g2	6055.m.29445
c97016_g3	6055.m.29448
c97018_g1	6055.m.29458
c97018_g2	6055.m.29460
